time [second], temperature [kelvin], volume [meter ** 3], R_i [1 / meter], R_r [1 / meter], R_t [1 / meter], v_sg [meter / second], alpha_c [meter / kilogram], m_rback [kilogram / meter ** 2 / second], tau_w [kilogram / meter / second ** 2], in_S_I [kilogram / meter ** 3], in_S_S [kilogram / meter ** 3], in_X_I [kilogram / meter ** 3], in_X_S [kilogram / meter ** 3], in_X_H [kilogram / meter ** 3], in_X_EPS [kilogram / meter ** 3], in_S_UAP [kilogram / meter ** 3], in_S_BAP [kilogram / meter ** 3], in_X_A [kilogram / meter ** 3], in_X_P [kilogram / meter ** 3], in_S_O [kilogram / meter ** 3], in_S_NO [kilogram / meter ** 3], in_S_N2 [kilogram / meter ** 3], in_S_NH [kilogram / meter ** 3], in_S_ND [kilogram / meter ** 3], in_X_ND [kilogram / meter ** 3], in_S_ALK [kilogram / meter ** 3], in_X_MLSS [kilogram / meter ** 3], S_I [kilogram / meter ** 3], S_S [kilogram / meter ** 3], X_I [kilogram / meter ** 3], X_S [kilogram / meter ** 3], X_H [kilogram / meter ** 3], X_EPS [kilogram / meter ** 3], S_UAP [kilogram / meter ** 3], S_BAP [kilogram / meter ** 3], X_A [kilogram / meter ** 3], X_P [kilogram / meter ** 3], S_O [kilogram / meter ** 3], S_NO [kilogram / meter ** 3], S_N2 [kilogram / meter ** 3], S_NH [kilogram / meter ** 3], S_ND [kilogram / meter ** 3], X_ND [kilogram / meter ** 3], S_ALK [kilogram / meter ** 3], X_MLSS [kilogram / meter ** 3], Q_in [meter ** 3 / second], Q_min [meter ** 3 / second], Q_max [meter ** 3 / second], Q_out [meter ** 3 / second], X_TSS [kilogram / meter ** 3], 
123300, 293.15, 1500.0, 43883655660.40576, -4.111420609075017, 3043883655656.2944, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611367427, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686415018205938, 0.0512, 0.1950731050378397, 0.03688143686906762, 0.0027496823380387726, 0.0019552281207824702, 0.020847488495814206, 0.0, 0.00014875464625002178, 0.023529845480397896, 0.0, 0.0, 0.03187470146554337, 0.0059383360780948784, 0.00906060237016063, 0.4271375948492226, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145397341683971, 
124200, 293.15, 1500.0, 44205833667.7423, -4.141651642965274, 3044205833663.6006, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611411558, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056864149528969, 0.0512, 0.19507310450101858, 0.03688143746763146, 0.002749682418453706, 0.0019552282273045756, 0.020847488484797002, 0.0, 0.00014875465742569864, 0.023529845102976725, 0.0, 0.0, 0.0318747014645341, 0.005938336041946149, 0.009060602346921912, 0.4271375948489866, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145397342833971, 
125100, 293.15, 1500.0, 44528011676.29239, -4.171882676855532, 3044528011672.1206, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611451238, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414894163129, 0.0512, 0.1950731040181731, 0.0368814380059581, 0.0027496824907777963, 0.001955228323104531, 0.020847488474887824, 0.0, 0.00014875466747903468, 0.023529844762782325, 0.0, 0.0, 0.03187470146362811, 0.005938336009434703, 0.009060602326019743, 0.42713759484877456, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.214539734386791, 
126000, 293.15, 1500.0, 44850189685.93385, -4.202113710745789, 3044850189681.732, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611486909, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414841342563, 0.0512, 0.19507310358387783, 0.036881438490109344, 0.002749682555825014, 0.0019552284092616253, 0.02084748846597527, 0.0, 0.00014875467652267872, 0.023529844456165232, 0.0, 0.0, 0.03187470146281481, 0.005938335980194578, 0.009060602307219263, 0.427137594848584, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973447975114, 
126900, 293.15, 1500.0, 45172367696.55684, -4.2323447446360465, 3045172367692.324, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611518972, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414793839812, 0.0512, 0.19507310319325247, 0.03688143892553704, 0.0027496826143274533, 0.0019552284867465027, 0.020847488457959112, 0.0, 0.00014875468465798115, 0.023529844179830835, 0.0, 0.0, 0.031874701462084674, 0.005938335953896629, 0.009060602290309215, 0.4271375948484126, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973456333122, 
127800, 293.15, 1500.0, 45494545708.06254, -4.262575778526304, 3045494545703.8, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611547813, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414751119443, 0.0512, 0.19507310284190707, 0.0368814393171444, 0.0027496826669435623, 0.0019552285564320986, 0.02084748845074923, 0.0, 0.0001487546919761263, 0.023529843930805233, 0.0, 0.0, 0.03187470146142916, 0.00593833593024483, 0.009060602275099562, 0.42713759484825853, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973463847836, 
128700, 293.15, 1500.0, 45816723720.3621, -4.292806812416561, 3045816723716.0693, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611573742, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414712699942, 0.0512, 0.19507310252589283, 0.03688143966934126, 0.0027496827142655515, 0.001955228619103475, 0.020847488444264536, 0.0, 0.00014875469855915105, 0.023529843706404378, 0.0, 0.0, 0.031874701460840614, 0.005938335908972934, 0.009060602261419371, 0.42713759484812014, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973470604407, 
129600, 293.15, 1500.0, 46138901733.3756, -4.323037846306819, 3046138901729.0522, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611597057, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414678148283, 0.0512, 0.19507310224165783, 0.03688143998609365, 0.002749682756826061, 0.001955228675466668, 0.0208474884384321, 0.0, 0.00014875470448086193, 0.0235298435042061, 0.0, 0.0, 0.031874701460312176, 0.005938335889841481, 0.00906060224911488, 0.4271375948479956, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145397347667938, 
130500, 293.15, 1500.0, 46461079747.03119, -4.353268880197076, 3046461079742.678, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611618013, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056864146470750394, 0.0512, 0.19507310198600705, 0.03688144027096854, 0.0027496827951041434, 0.001955228726156644, 0.02084748843318634, 0.0, 0.0001487547098076599, 0.023529843322024804, 0.0, 0.0, 0.03187470145983767, 0.005938335872635107, 0.009060602238047786, 0.4271375948478838, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973482141556, 
131400, 293.15, 1500.0, 46783257761.26421, -4.383499914087333, 3046783257756.881, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611636856, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056864146191300015, 0.0512, 0.19507310175606668, 0.03688144052717393, 0.002749682829530661, 0.0019552287717444516, 0.020847488428468244, 0.0, 0.00014875471459928303, 0.02352984315788859, 0.0, 0.0, 0.03187470145941159, 0.005938335857160113, 0.009060602228093679, 0.42713759484778313, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973487052794, 
132300, 293.15, 1500.0, 47105435776.01656, -4.413730947977591, 3047105435771.603, 0.01, 1.12, 7.127377667350254e-05, 0.123817116116538, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414593998224, 0.0512, 0.1950731015492516, 0.036881440757594995, 0.0027496828604931314, 0.0019552288127436574, 0.02084748842422475, 0.0, 0.00014875471890947432, 0.023529843010018547, 0.0, 0.0, 0.03187470145902898, 0.0059383358432422905, 0.009060602219140656, 0.4271375948476927, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973491468692, 
133200, 293.15, 1500.0, 47427613791.235954, -4.443961981867848, 3047427613786.792, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611669036, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414571396471, 0.0512, 0.19507310136323663, 0.036881440964826574, 0.002749682888340084, 0.0019552288496161334, 0.020847488420408122, 0.0, 0.00014875472278658307, 0.023529842876810033, 0.0, 0.0, 0.031874701458685366, 0.005938335830724956, 0.009060602211088061, 0.42713759484761143, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145397349543924, 
134100, 293.15, 1500.0, 47749791806.875374, -4.474193015758106, 3047749791802.4014, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611682736, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414551070025, 0.0512, 0.19507310119593033, 0.036881441151202385, 0.002749682913384988, 0.001955228882777259, 0.02084748841697543, 0.0, 0.00014875472627410574, 0.023529842756815744, 0.0, 0.0, 0.031874701458376786, 0.005938335819467193, 0.009060602203845356, 0.4271375948475383, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973499009385, 
135000, 293.15, 1500.0, 48071969822.89255, -4.504424049648363, 3048071969818.388, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611695057, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414532789817, 0.0512, 0.19507310104545142, 0.03688144131882128, 0.002749682935909773, 0.0019552289126006026, 0.020847488413888064, 0.0, 0.00014875472941117262, 0.023529842648730415, 0.0, 0.0, 0.03187470145809964, 0.005938335809342261, 0.009060602197331106, 0.4271375948474726, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973502219523, 
135900, 293.15, 1500.0, 48394147839.24944, -4.53465508353862, 3048394147834.715, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611706128, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0568641451634984, 0.0512, 0.1950731009101078, 0.036881441469570925, 0.0027496829561680066, 0.0019552289394221293, 0.020847488411111278, 0.0, 0.00014875473223298585, 0.02352984255137698, 0.0, 0.0, 0.03187470145785072, 0.0059383358002361745, 0.009060602191472061, 0.4271375948474135, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973505105978, 
136800, 293.15, 1500.0, 48716325855.91187, -4.564886117428878, 3048716325851.347, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611716084, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056864145015648314, 0.0512, 0.19507310078837745, 0.03688144160514899, 0.0027496829743877444, 0.0019552289635439875, 0.020847488408613845, 0.0, 0.0001487547347712135, 0.023529842463694092, 0.0, 0.0, 0.03187470145762715, 0.005938335792046414, 0.00906060218620233, 0.42713759484736036, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973507701404, 
137700, 293.15, 1500.0, 49038503872.849075, -4.595117151319135, 3049038503868.254, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611725038, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0568641448826818, 0.0512, 0.19507310067889141, 0.03688144172708232, 0.002749682990774097, 0.0019552289852379097, 0.02084748840636766, 0.0, 0.0001487547370543441, 0.02352984238472481, 0.0, 0.0, 0.03187470145742633, 0.005938335784680777, 0.009060602181462655, 0.4271375948473126, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973510035165, 
138600, 293.15, 1500.0, 49360681890.033394, -4.6253481852093925, 3049360681885.4077, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611733098, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056864144763100484, 0.0512, 0.19507310058041824, 0.036881441836744105, 0.0027496830055115393, 0.00195522900474828, 0.020847488404347452, 0.0, 0.00014875473910800567, 0.02352984231360642, 0.0, 0.0, 0.03187470145724595, 0.005938335778056337, 0.009060602177199726, 0.4271375948472697, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973512133642, 
139500, 293.15, 1500.0, 49682859907.43996, -4.65557921909965, 3049682859902.784, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611740334, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414465555687, 0.0512, 0.19507310049185048, 0.03688144193536933, 0.002749683018765987, 0.0019552290222948814, 0.02084748840253049, 0.0, 0.00014875474095525277, 0.02352984224956119, 0.0, 0.0, 0.03187470145708391, 0.00593833577209851, 0.0090606021733656, 0.4271375948472311, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973514020577, 
140400, 293.15, 1500.0, 50005037925.046394, -4.685810252989907, 3050005037920.3604, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611746843, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414455883912, 0.0512, 0.19507310041219186, 0.03688144202406873, 0.00274968303068666, 0.0019552290380753746, 0.020847488400896324, 0.0, 0.0001487547426168248, 0.023529842191888087, 0.0, 0.0, 0.03187470145693835, 0.0059383357667402185, 0.009060602169917154, 0.4271375948471964, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973515717303, 
141300, 293.15, 1500.0, 50327215942.83259, -4.716041286880165, 3050327215938.1167, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611752694, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414447185736, 0.0512, 0.19507310034054637, 0.03688144210384121, 0.0027496830414077676, 0.001955229052267525, 0.020847488399426576, 0.0, 0.00014875474411137827, 0.023529842139955237, 0.0, 0.0, 0.03187470145680758, 0.005938335761921138, 0.009060602166815594, 0.4271375948471652, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973517243002, 
142200, 293.15, 1500.0, 50649393960.78044, -4.746272320770422, 3050649393956.034, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611757959, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056864144393631515, 0.0512, 0.1950731002761081, 0.03688144217558519, 0.0027496830510500125, 0.0019552290650312054, 0.020847488398104696, 0.0, 0.00014875474545569592, 0.023529842093193146, 0.0, 0.0, 0.03187470145669011, 0.005938335757587004, 0.009060602164026037, 0.4271375948471371, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973518614924, 
143100, 293.15, 1500.0, 50971571978.87368, -4.776503354660679, 3050971571974.097, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611762697, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414432328011, 0.0512, 0.1950731002181521, 0.03688144224010866, 0.0027496830597219554, 0.001955229076510195, 0.020847488396915814, 0.0, 0.0001487547466648749, 0.023529842051088594, 0.0, 0.0, 0.03187470145658457, 0.005938335753689023, 0.009060602161517098, 0.4271375948471119, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973519848568, 
144000, 293.15, 1500.0, 51293749997.09767, -4.806734388550937, 3051293749992.291, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611766963, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414426001047, 0.0512, 0.1950731001660264, 0.03688144229813829, 0.0027496830675212327, 0.0019552290868338025, 0.020847488395846547, 0.0, 0.00014875474775249574, 0.023529842013179078, 0.0, 0.0, 0.03187470145648975, 0.005938335750183305, 0.009060602159260555, 0.42713759484708924, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973520957884, 
144900, 293.15, 1500.0, 51615928015.439255, -4.836965422441194, 3051615928010.6025, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611770788, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414420310969, 0.0512, 0.19507310011914458, 0.03688144235032763, 0.0027496830745356565, 0.00195522909611832, 0.020847488394884862, 0.0, 0.00014875474873077485, 0.023529841979047852, 0.0, 0.0, 0.03187470145640455, 0.0059383357470303745, 0.009060602157231017, 0.4271375948470688, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.214539735219554, 
145800, 293.15, 1500.0, 51938106033.8866, -4.867196456331452, 3051938106029.0195, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611774218, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414415193663, 0.0512, 0.19507310007697914, 0.03688144239726444, 0.002749683080844204, 0.001955229104468335, 0.020847488394019942, 0.0, 0.0001487547496107014, 0.023529841948319405, 0.0, 0.0, 0.03187470145632801, 0.005938335744194734, 0.009060602155405655, 0.42713759484705044, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973522852385, 
146700, 293.15, 1500.0, 52260284052.429054, -4.897427490221709, 3052260284047.5317, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611777318, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414410591471, 0.0512, 0.19507310003905573, 0.03688144243947736, 0.0027496830865179054, 0.0019552291119779076, 0.020847488393242047, 0.0, 0.00014875475040216046, 0.023529841920655416, 0.0, 0.0, 0.03187470145625923, 0.005938335741644454, 0.009060602153763931, 0.42713759484703395, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973523658987, 
147600, 293.15, 1500.0, 52582462071.057045, -4.927658524111966, 3052582462066.1294, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611780094, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0568641440645254, 0.0512, 0.19507310000494757, 0.036881442477441795, 0.002749683091620644, 0.00195522911873163, 0.020847488392542423, 0.0, 0.00014875475111404403, 0.023529841895751077, 0.0, 0.0, 0.03187470145619743, 0.005938335739350819, 0.009060602152287371, 0.4271375948470192, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21453973524384304, 
148500, 293.15, 1500.0, 52904640089.76196, -4.957889558002224, 3052904640084.8037, 0.01, 1.12, 7.127377667350254e-05, 0.123817116117826, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414402730235, 0.0512, 0.19507309997427097, 0.03688144251158534, 0.002749683096209875, 0.001955229124805581, 0.020847488391913197, 0.0, 0.0001487547517543506, 0.023529841873331802, 0.0, 0.0, 0.0318747014561419, 0.005938335737288002, 0.009060602150959364, 0.42713759484700586, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145397352503654, 
149400, 293.15, 1500.0, 53226818108.53607, -4.988120591892481, 3053226818103.548, 0.01, 1.12, 7.127377667350254e-05, 0.12381711611784854, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05686414399382618, 0.0512, 0.19507309994668068, 0.03688144254229252, 0.0027496831003372725, 0.00195522913026818, 0.02084748839134728, 0.0, 0.00014875475233027503, 0.02352984185315023, 0.0, 0.0, 0.031874701456092, 0.0059383357354327775, 0.009060602149764965, 0.4271375948469939, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145397352562306, 
